lganame,councilnam,suburbname,postcode,percentage,,,,LGA_WRONG,,FIX,LGA_NEIGHBOR_WRONG
KEMPSEY,KEMPSEY SHIRE COUNCIL,MUNGAY CREEK,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,OLD STATION,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,POLA CREEK,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,RAINBOW REACH,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,SEVEN OAKS,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,SHERWOOD,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,SKILLION FLAT,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,SMITHTOWN,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,SOUTH KEMPSEY,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,SOUTH WEST ROCKS,2431,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,STUARTS POINT,2441,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,SUMMER ISLAND,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,TEMAGOG,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,TOOROOKA,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,TURNERS FLAT,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,VERGES CREEK,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,WEST KEMPSEY,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,WILLAWARRIN,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,WILLI WILLI,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,WITTITRIN,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,YARRAHAPINNI,2441,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,YARRAVEL,2440,100,,,,,,,
KEMPSEY,KEMPSEY SHIRE COUNCIL,YESSABAH,2440,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,BARREN GROUNDS,2577,56.88403671,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,BOMBO,2533,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,BROGERS CREEK,2535,7.98678249,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,BROUGHTON VILLAGE,2534,86.25959556,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,BUDDEROO,2535,58.94269475,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,CARRINGTON FALLS,2577,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,CROOM,2527,15.70242509,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,CURRAMORE,2533,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,FOXGROUND,2534,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,GERRINGONG,2534,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,GERROA,2534,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,JAMBEROO,2533,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,JERRARA,2533,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,KIAMA,2533,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,KIAMA DOWNS,2533,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,KIAMA HEIGHTS,2533,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,KNIGHTS HILL,2577,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,MINNAMURRA,2533,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,ROSE VALLEY,2534,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,SADDLEBACK MOUNTAIN,2533,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,TOOLIJOOA,2534,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,UPPER KANGAROO VALLEY,2577,62.25053594,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,WERRI BEACH,2534,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,WILLOW VALE,2534,100,,,,,,,
KIAMA,THE COUNCIL OF THE MUNICIPALITY OF KIAMA,YELLOW ROCK,2527,27.58944128,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,EAST KILLARA,2071,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,EAST LINDFIELD,2070,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,GORDON,2072,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,KILLARA,2071,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,LINDFIELD,2070,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,NORTH TURRAMURRA,2074,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,NORTH WAHROONGA,2076,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,PYMBLE,2073,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,ROSEVILLE,2069,77.27194778,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,ROSEVILLE CHASE,2069,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,SOUTH TURRAMURRA,2074,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,ST IVES,2075,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,ST IVES CHASE,2075,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,TURRAMURRA,2074,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,WAHROONGA,2076,83.03459142,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,WARRAWEE,2074,100,,,,,,,
KU-RING-GAI,KU-RING-GAI COUNCIL,WEST PYMBLE,2073,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,AFTERLEE,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,BABYL CREEK,2470,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,BARKERS VALE,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,BEAN CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,BENTLEY,2480,5.556708454,,,,,,,
KYOGLE,KYOGLE COUNCIL,BINGEEBEEBRA CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,BONALBO,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,BOOMI CREEK,2476,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,BOORABEE PARK,2480,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,BORDER RANGES,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,BOTTLE CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,BRUMBY PLAINS,2476,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,CAMBRIDGE PLATEAU,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,CAPEEN CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,CAWONGLA,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,CEDAR POINT,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,COLLINS CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,COUGAL,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,CULMARAN CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,DAIRY FLAT,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,DEEP CREEK,2469,99.90416848,,,,,,,
KYOGLE,KYOGLE COUNCIL,DOBIES BIGHT,2470,49.52985624,,,,,,,
KYOGLE,KYOGLE COUNCIL,DOUBTFUL CREEK,2470,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,DUCK CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,DYRAABA,2470,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,EDEN CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,EDENVILLE,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,ETTRICK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,FAWCETTS PLAIN,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,FINDON CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,GENEVA,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,GHINNI GHI,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,GORGE CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,GRADYS CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,GREEN PIGEON,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,GREVILLIA,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,HAYSTACK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,HOGARTH RANGE,2469,33.05062597,,,,,,,
KYOGLE,KYOGLE COUNCIL,HOMELEIGH,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,HORSE STATION CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,HORSESHOE CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,IRON POT CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,JACKSONS FLAT,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,JOES BOX,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,KILGRA,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,KYOGLE,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,LARNOOK,2480,9.37853538,,,,,,,
KYOGLE,KYOGLE COUNCIL,LILLIAN ROCK,2480,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,LINDESAY CREEK,2476,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,LITTLE BACK CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,LOADSTONE,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,LOWER BOTTLE CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,LOWER DUCK CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,LOWER DYRAABA,2470,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,LOWER PEACOCK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,LYNCHS CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,MALLANGANEE,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,MULI MULI,2476,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,MUMMULGUM,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,NEW PARK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,OLD BONALBO,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,OLD GREVILLIA,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,PADDYS FLAT,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,PAGANS FLAT,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,PEACOCK CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,PIORA,2470,22.91805131,,,,,,,
KYOGLE,KYOGLE COUNCIL,ROSEBERRY,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,ROSEBERRY CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,RUKENVALE,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,SANDILANDS,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,SAWPIT CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,SEXTONVILLE,2470,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,SHERWOOD,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,SIMPKINS CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,SMITHS CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,STONY CHUTE,2480,10.05455214,,,,,,,
KYOGLE,KYOGLE COUNCIL,TABULAM,2469,26.75960147,,,,,,,
KYOGLE,KYOGLE COUNCIL,TERRACE CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,THE GLEN,2476,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,THE RISK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,THERESA CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,TOOLOOM,2475,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,TOONUMBAR,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,TUNGLEBUNG,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,UNUMGAR,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,UPPER DUCK CREEK,2469,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,UPPER EDEN CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,UPPER HORSESHOE CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,URBENVILLE,2475,16.51084358,,,,,,,
KYOGLE,KYOGLE COUNCIL,WADEVILLE,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,WARRAZAMBIL CREEK,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,WEST WIANGAREE,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,WIANGAREE,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,WOODENBONG,2476,29.07091756,,,,,,,
KYOGLE,KYOGLE COUNCIL,WOOLNERS ARM,2470,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,WYNEDEN,2474,100,,,,,,,
KYOGLE,KYOGLE COUNCIL,YABBRA,2469,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,ALBERT,2873,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,BOBADAH,2877,27.47976708,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,BOONA MOUNT,2877,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,BURCHER,2671,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,CONDOBOLIN,2877,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,CORINELLA,2871,6.036279265,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,CURLEW WATERS,2672,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,DERRIWONG,2877,82.32429676,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,EUABALONG,2877,2.620808276,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,FAIRHOLME,2871,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,FIFIELD,2875,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,KIACATOO,2877,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,LAKE CARGELLIGO,2672,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,MIAMLEY,2873,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,MURRIN BRIDGE,2672,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,NARADHAN,2669,5.816880255,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,OOTHA,2875,33.30560786,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,TOTTENHAM,2873,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,TRUNDLE,2875,6.68874E-06,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,TULLAMORE,2874,38.9222738,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,TULLIBIGEAL,2669,100,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,UNGARIE,2669,49.36583478,,,,,,,
LACHLAN,LACHLAN SHIRE COUNCIL,WARROO,2871,18.3941453,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,ADAMSTOWN HEIGHTS,2289,22.74583708,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,ARCADIA VALE,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,ARGENTON,2284,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,AWABA,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BALCOLYN,2264,99.36003433,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BALMORAL,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BARNSLEY,2278,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BELMONT,2280,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BELMONT NORTH,2280,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BELMONT SOUTH,2280,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BENNETTS GREEN,2290,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BLACKALLS PARK,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BLACKSMITHS,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BOLTON POINT,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BONNELLS BAY,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BOOLAROO,2284,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BOORAGUL,2284,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BRIGHTWATERS,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,BUTTABA,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CAMERON PARK,2285,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CAMS WHARF,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CARDIFF,2285,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CARDIFF HEIGHTS,2285,99.99999991,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CARDIFF SOUTH,2285,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CAREY BAY,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CATHERINE HILL BAY,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CAVES BEACH,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CHARLESTOWN,2290,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,COAL POINT,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,COORANBONG,2265,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CRANGAN BAY,2259,27.593567,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,CROUDACE BAY,2280,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,DORA CREEK,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,DUDLEY,2290,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,EDGEWORTH,2285,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,ELEEBANA,2282,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,ELERMORE VALE,2287,1.200699771,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,ERARING,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,FASSIFERN,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,FENNELL BAY,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,FISHING POINT,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,FLORAVILLE,2280,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,FREEMANS WATERHOLE,2323,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,GARDEN SUBURB,2289,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,GATESHEAD,2290,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,GLENDALE,2285,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,HIGHFIELDS,2289,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,HILLSBOROUGH,2290,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,HOLMESVILLE,2286,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,JEWELLS,2280,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,KAHIBAH,2290,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,KILABEN BAY,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,KILLINGWORTH,2278,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,KOTARA SOUTH,2289,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,LAKE MACQUARIE,,99.99996153,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,LAKELANDS,2282,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,LITTLE PELICAN,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MACQUARIE HILLS,2285,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MANDALONG,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MARKS POINT,2280,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MARMONG POINT,2284,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MARTINSVILLE,2265,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MIRRABOOKA,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MOONEE,2259,88.03411737,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MORISSET,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MORISSET PARK,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MOUNT HUTTON,2290,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MURRAYS BEACH,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,MYUNA BAY,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,NEW LAMBTON HEIGHTS,2305,28.92446308,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,NORDS WHARF,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,PELICAN,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,PINNY BEACH,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,RANKIN PARK,2287,45.71754851,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,RATHMINES,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,REDHEAD,2290,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,RYHOPE,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,SEAHAMPTON,2286,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,SILVERWATER,2264,99.85336011,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,SPEERS POINT,2284,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,SUNSHINE,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,SWANSEA,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,SWANSEA HEADS,2281,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,TERALBA,2284,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,TINGIRA HEIGHTS,2290,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,TORONTO,2283,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,VALENTINE,2280,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,WAKEFIELD,2278,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,WANGI WANGI,2267,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,WARNERS BAY,2282,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,WEST WALLSEND,2286,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,WHITEBRIDGE,2290,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,WINDALE,2306,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,WINDERMERE PARK,2264,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,WOODRISING,2284,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,WYEE,2259,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,WYEE POINT,2259,100,,,,,,,
LAKE MACQUARIE,LAKE MACQUARIE CITY COUNCIL,YARRAWONGA PARK,2264,99.99999816,,,,,,,
LANE COVE,LANE COVE MUNICIPAL COUNCIL,GREENWICH,2065,100,,,,,,,
